Monkeypox_EQA_2023_1_S24,93.7
Monkeypox_EQA_2023_2_S25,56.4
Monkeypox_EQA_2023_3_S26,89.3
Monkeypox_EQA_2023_4_S27,91.6
Monkeypox_EQA_2023_5_S28,93.4
Monkeypox_EQA_2023_6_S29,93.3
Monkeypox_EQA_2023_7_S30,93.7
